url,title,content
https://assistance.free.fr/articles/amazon-prime-quest-ce-que-cest--213,Amazon Prime : qu'est-ce que c'est ?,"Amazon Prime  donne accès à : Prime Video, Prime Music, Prime Reading, Amazon Photo, Prime Twitch, la livraison accélérée sur plus de 2 millions de produits, etc. Le service  Prime Video , destiné à un usage télévisé, donne accès à un catalogue de programmes Amazon Original primés, ainsi qu'à des milliers de films et séries populaires (sur smartphone, tablette via l'appli Prime Video mais aussi directement depuis l'interface TV de votre Freebox).  Amazon Prime est en option pour les abonnements  Freebox One."
https://assistance.free.fr/articles/la-fonction-dect-telephone-fixe-sans-fil-quest-ce-que-cest--848,La fonction DECT (téléphone fixe sans fil) : qu'est-ce que c'est ?,"La fonction  DECT  de la Freebox vous permet d'y associer vos combinés téléphoniques sans fil DECT, sans passer par leur base.  Concrètement, celle-ci n'aura donc plus besoin d'être reliée par câble à la Freebox. Plus aucun téléphone ne sera alors branché physiquement à la Freebox mais communiquera sans fil via la technologie DECT."
https://assistance.free.fr/articles/resilier-un-abonnement-mensuel-vod-1045,Résilier un abonnement mensuel VOD,"Cette fiche ne concerne pas   les achats de films à l'unité mais seulement   les abonnements mensuels de type  Freebox VOD , certaines plateformes pour adultes, etc.  Rendez-vous sur l'accueil du Player à l'aide de la touche  Free  de votre télécommande.  Sur la ligne  Freebox , trouvez  Vidéo-club  et appuyez sur  OK . Sélectionnez le  portail VOD  que vous souhaitez résilier. Une fois dans l'interface, recherchez le menu (souvent sur la droite ou la gauche de l'écran). Localisez la  gestion de compte  ou  d'abonnement  (selon la plateforme) et sélectionnez l'option de  désabonnement .  Le  code parental  peut   vous être demandé. Dans certains cas, la souscription d'un abonnement VOD est soumis à un engagement dans la durée. Vous ne pourrez le résilier que lorsque l'échéance sera arrivée à terme."
https://assistance.free.fr/articles/amazon-prime-quest-ce-que-cest--1024,Amazon Prime : qu'est-ce que c'est ?,"Amazon Prime  donne accès à : Prime Video, Prime Music, Prime Reading, Amazon Photo, Prime Twitch, la livraison accélérée sur plus de 2 millions de produits, etc. Le service  Prime Video , destiné à un usage télévisé, donne accès à un catalogue de programmes Amazon Original primés, ainsi qu'à des milliers de films et séries populaires (sur smartphone, tablette via l'appli Prime Video mais aussi directement depuis l'interface TV de votre Freebox). "
https://assistance.free.fr/articles/deezer-quest-ce-que-cest--832,Deezer : qu'est-ce que c'est ?,"Deezer  est une plateforme d'écoute de musique à la demande (streaming) permettant d'écouter des artistes, titres, et albums parmi un catalogue de plusieurs millions de morceaux.  Free vous propose d'utiliser Deezer directement depuis votre téléviseur, à l'aide de la télécommande Freebox.  Pour profiter de Deezer en mode illimité, vous devrez disposer d'un  abonnement Deezer Premium+ . Sans cet abonnement, Deezer est accessible en mode gratuit mais pour des extraits de 30 secondes seulement."
https://assistance.free.fr/articles/limiter-lacces-internet-sur-certaines-plages-horaires-858,Limiter l'accès Internet sur certaines plages horaires,"La Freebox vous permet de définir des tranches horaires de restriction d'accès à Internet pour des ordinateurs ou périphériques connectés dans votre logement.  Cette fonctionnalité peut s'avérer utile si vous souhaitez limiter l'accès à Internet sur un ordinateur utilisé par vos enfants, par exemple. Pour cela : Créez des Profils  et associez-y les équipements concernés. Paramétrez les  périodes durant lesquelles les accès sont bloqués . Accédez à l'interface de contrôle parental : sur l'application  Freebox Connect .   depuis  Freebox OS ."
https://assistance.free.fr/articles/telephonie-fixe-double-appel-559,Téléphonie fixe : double appel,Ce service permet de  répondre à un deuxième appel  lorsque vous êtes déjà en ligne.  Établissement du deuxième appel (vous basculez en communication avec le nouveau correspondant tout en gardant le premier en attente) :  R Vous pouvez basculer de l'un à l'autre autant de fois que vous le souhaitez :  R + 2 Vous passez en communication avec l'abonné en attente en mettant fin à la communication initiale :  R + 1 L'activation du service  appel en instance  est nécessaire pour l'utilisation du double appel.
https://assistance.free.fr/articles/modifier-mon-numero-de-mobile-de-contact-292,Modifier mon numéro de mobile de contact,"Rendez-vous sur votre  Espace Abonné  à l'aide de votre identifiant et du mot de passe associé. Dans la rubrique  Mon abonnement , cliquez sur  Modifier mes informations de contact . Saisissez votre (nouveau) numéro de mobile dans le champ concerné et cliquez sur  Modifier . Votre numéro de mobile est directement pris en compte."
https://assistance.free.fr/articles/configurer-de-maniere-avancee-mon-routeur-freebox-354,Configurer de manière avancée mon routeur Freebox,"Une fois votre  routeur Freebox activé , des options de configuration avancée sont accessibles : Adresse IP de la Freebox  : définit l'IP de votre Freebox au cas où vous opteriez pour une configuration manuelle. DHCP activé  : en mode DHCP activé, la Freebox attribue automatiquement les adresses IP aux ordinateurs qui y sont connectés. Début/Fin DHCP  : personnalise le nombre d'ordinateurs connectés (si DHCP activé). Si 4 ordinateurs sont connectés, vous pouvez définir 192.168.0.1 (début) et 192.168.0.4 (fin). Adresse IP DMZ  : ouvre tous les ports vers l'IP que vous indiquerez.  Pour désactiver la DMZ, vous devez saisir une adresse IP dont le dernier octet (le dernier nombre de l'adresse IP) est 0. Réponse au Ping  : en mode activé, il permet de pinguer (interroger) votre Freebox depuis l'extérieur. Proxy WOL  : permet le “ Wake On Lan ” c’est-à-dire allumer votre ordinateur depuis votre réseau. Redirection de ports  : ouvre les ports de votre choix sur votre ordinateur (via son IP). Redirection de plages de ports  : même option mais pour une plage de ports. Baux DHCP permanents  : permet au DHCP d'attribuer une adresse IP précise en fonction de l'adresse MAC voulue. N'oubliez pas de  redémarrer  votre  Freebox  après avoir validé vos paramètres (en cliquant sur le bouton  Sauvegarder les paramètres )."
https://assistance.free.fr/articles/resilier-un-abonnement-mensuel-vod-1046,Résilier un abonnement mensuel VOD,"Cette fiche ne concerne pas   les achats de films à l'unité mais seulement   les abonnements mensuels de type  Freebox VOD , certaines plateformes pour adultes, etc.  À l'aide de votre  télécommande Freebox , rendez-vous dans la partie  Vidéo-club . Sélectionnez le  portail VOD  que vous souhaitez résilier. Une fois dans l'interface, recherchez le menu (souvent sur la droite ou la gauche de l'écran). Localisez la  gestion de compte  ou  d'abonnement  (selon la plateforme) et sélectionnez l'option de  désabonnement .  Le  code parental  peut   vous être demandé. Dans certains cas, la souscription d'un abonnement VOD est soumis à un engagement dans la durée. Vous ne pourrez le résilier que lorsque l'échéance sera arrivée à terme."
https://assistance.free.fr/articles/freebox-files-quest-ce-que-cest--1123,Freebox Files : qu'est-ce que c'est ?,"Facile à prendre en main,  Freebox Files  est une application mobile vous permettant de gérer, de lire, de partager les contenus du/des disques durs de votre Freebox. Accédez facilement aux fichiers présents sur votre disque dur. Lisez vos contenus à distance. Gérez vos contenus en quelques clics. Gérez les téléchargements de votre Freebox. Partagez vos fichiers en toute sécurité. Créez et gérez le RAID de votre Freebox Delta. Freebox Files est disponible sur smartphones et tablettes  Android  &  iOS . "
https://assistance.free.fr/articles/assurance-mobile-faire-une-reclamation-1338,Assurance mobile : faire une réclamation,"Pour effectuer une réclamation portant sur la vie de votre contrat d'assurance, veuillez remplir le  formulaire de réclamation en ligne . Vos identifiants mobile Free et le numéro d'adhésion (à 12 chiffres, obtenu lors de la souscription) vous seront demandés. Ce formulaire est uniquement destiné aux réclamations liées à votre contrat d'assurance et non aux  déclarations de sinistre ."
https://assistance.free.fr/articles/consulter-ou-modifier-mes-coordonnees-bancaires-289,Consulter ou modifier mes coordonnées bancaires,"Rendez-vous sur votre  Espace Abonné  à l'aide de votre identifiant et du mot de passe associé. Dans la rubrique  Mon abonnement , cliquez sur  Consulter/Éditer mon compte bancaire pour les prélèvements . Cliquez sur  Modifier mon compte bancaire . Saisissez les informations demandées, puis cliquez sur  Enregistrer mes coordonnées .  Ce changement sera pris en compte le mois suivant."
https://assistance.free.fr/articles/associer-mes-peripheriques-bluetooth-1017,Associer mes périphériques Bluetooth,"Étape 1 À l'aide de la touche « Maison » de votre télécommande, rendez-vous à l'accueil de l'interface TV. Étape 2 Allez vers le bas en cliquant sur les flèches et sélectionnez  Réglages  puis  Bluetooth . Étape 3 Sur la ligne  Associer un nouveau périphérique , confirmez en appuyant sur la touche  OK .  Étape 4 L'appairage Bluetooth est alors ouvert et l'accessoire sera détecté s'il est bien en mode association Bluetooth.  Sélectionnez-le pour l'associer."
https://assistance.free.fr/articles/beneficier-du-service-4g-873,Bénéficier du service 4G,"Le service 4G est  activé automatiquement . Il nécessite un mobile 4G compatible avec le réseau mobile Free.  Si vous souhaitez connaître la couverture 4G Free dans la zone où vous vous trouvez, voici la  carte de couverture . Elle représente la disponibilité du service à l'extérieur des bâtiments.  Plusieurs facteurs impactent la réception de la 4G : la proximité d'un site 4G, le nombre d'utilisateurs connectés simultanément sur un site 4G, les éventuels obstacles (immeubles hauts, reliefs…) et le dimensionnement du réseau de transmission auquel est relié le site."
https://assistance.free.fr/articles/beneficier-du-freewifi_secure-942,Bénéficier du FreeWiFi_Secure,"Si vous êtes abonné mobile Free (tous forfaits confondus) et que vous captez le  FreeWiFi_Secure , vous basculerez automatiquement dessus.  Vous n'avez besoin d'effectuer aucune manipulation, il faut simplement que votre téléphone soit compatible (c'est le cas de la majorité des téléphones actuels). Pour certains téléphones Android, il peut être nécessaire de se connecter manuellement au réseau WiFi FreeWiFi_Secure en paramétrant la  Méthode EAP  sur  SIM ."
https://assistance.free.fr/articles/deezer-quest-ce-que-cest--834,Deezer : qu'est-ce que c'est ?,"Deezer  est une plateforme d'écoute de musique à la demande (streaming) permettant d'écouter des artistes, titres, et albums parmi un catalogue de plusieurs millions de morceaux.  Free vous propose d'utiliser Deezer directement depuis votre téléviseur, à l'aide de la télécommande Freebox.  Pour profiter de Deezer en mode illimité, vous devrez disposer d'un  abonnement Deezer Premium+ . Sans cet abonnement, Deezer est accessible en mode gratuit mais pour des extraits de 30 secondes seulement."
https://assistance.free.fr/articles/pages-perso-php-et-la-fonction-mail-chez-free-652,Pages Perso : PHP et la fonction mail() chez Free,"La fonction  mail()  est disponible chez Free, mais limitée à 2000 mails/semaine.  Lors de l'utilisation de la fonction  mail()  en PHP, des messages d'erreur peuvent être retournés.  Voici une liste (non exhaustive) des messages renvoyés :  mail(): Quota mail atteint  : la fonction email est limitée. Attendez la semaine suivante pour envoyer des emails à partir de ce compte Pages Perso. Warning: mail() [function.mail]: ligne incorrect dans process_login! in /mnt/ABC/free.fr/A/B/login/script.php on line C  : il s'agit d'un problème temporaire que vous pouvez signaler dans  la newsgroup dédiée aux Pages Perso Free , s'il persiste. Pour plus d'informations consulter  l'aide de PHP  et plus précisément la  fonction mail() ."
https://assistance.free.fr/articles/telephonie-fixe-configurer-le-ring-back-tone-566,Téléphonie fixe : configurer le Ring Back Tone,"Connectez-vous sur votre  Espace Abonné  à l'aide de votre identifiant et du mot de passe associé. Rendez-vous sur l'onglet  Téléphonie  puis  Ring-Back-Tone . Cliquez sur le bouton  Activer le RBT . Sur cette page, cliquez sur  Ajouter un fichier  pour importer le fichier son au format  .wav  que vous avez choisi. - Nommez-le dans le champ  Description du fichier . - Cochez  Fichier par défaut  si vous voulez que ce son soit entendu par tous vos correspondants. - Cochez  Mixer la sonnerie  si vous voulez que l'appelant entende la tonalité d'attente normale en plus du son sélectionné. Une fois le son ajouté, dans  Associations définies  précisez le numéro de téléphone du correspondant pour lequel le Ring Back Tone sera activé et confirmez en appuyant sur  Ajouter une association . Il est possible de paramétrer jusqu'à dix associations son/numéro en plus du Ring Back Tone par défaut joué pour tous les numéros appelants. La personnalisation d'un Ring Back Tone est impossible pour les numéros de téléphone internationaux. Il est possible que ce service ne fonctionne pas pour certains numéros appelants, en fonction de leur choix de présentation du numéro (liste rouge, secret, etc).  Seul le format de fichier  .wav  est supporté pour ce service. Le format audio utilisé est du 8KHz, 8 bit, Mono. Tout fichier wav n'étant pas dans ce format est converti. Le fichier son avant conversion ne peut excéder 2 Mo."
https://assistance.free.fr/articles/acces-libre-quest-ce-que-cest--639,Accès Libre : qu'est-ce que c'est ?,"Si vous n'êtes pas abonné Freebox, vous avez la possibilité de créer un compte  Accès Libre  afin de profiter d'un ensemble de services : Un nombre d'adresses email illimité. Un espace de  10 Go  pour héberger votre site web personnel (Page Perso) avec Php/Mysql et Ftp."
https://assistance.free.fr/articles/multiligne-gerer-les-options-de-mes-lignes-secondaires-911,Multiligne : gérer les options de mes lignes secondaires,"Chaque ligne secondaire dispose de son  Espace Abonné Mobile , avec un identifiant et un mot de passe qui lui sont propres.  Vous y gérez les différents services et options  gratuites  disponibles pour la ligne concernée.  Les options  payantes  des  lignes secondaires  sont en revanche gérées uniquement depuis l' Espace Abonné Mobile  de la  ligne principale ."
https://assistance.free.fr/articles/deezer-quest-ce-que-cest--835,Deezer : qu'est-ce que c'est ?,"Deezer  est une plateforme d'écoute de musique à la demande (streaming) permettant d'écouter des artistes, titres, et albums parmi un catalogue de plusieurs millions de morceaux.  Free vous propose d'utiliser Deezer directement depuis votre téléviseur, à l'aide de la télécommande Freebox.  Pour profiter de Deezer en mode illimité, vous devrez disposer d'un  abonnement Deezer Premium+ . Sans cet abonnement, Deezer est accessible en mode gratuit mais pour des extraits de 30 secondes seulement."
https://assistance.free.fr/articles/telephonie-fixe-lancer-une-conference-558,Téléphonie fixe : lancer une conférence,"Utilisation : vous êtes en communication avec deux correspondants par le biais du double appel ou de l'appel en instance .  Basculer en conférence à 3 :  R+3 Rétablir la situation antérieure au passage en mode conférence :  R+2 Cette fonction de votre service Téléphonie Free est gratuite.  Les communications émises depuis votre ligne Freebox sont facturées au tarif Freebox en vigueur.  Sur certains modèles de téléphone, il faudra appuyer sur la touche  appel  après avoir saisi la combinaison de touches."
https://assistance.free.fr/articles/associer-mon-telephone-sans-fil-a-ma-freebox-revolution-dect-541,Associer mon téléphone sans fil à ma Freebox Révolution (DECT),Vous pouvez effectuer la procédure d'association pour  5 combinés maximum  au total. Depuis l'afficheur digital : Débranchez tout appareil connecté au port  PHONE  au dos de votre Freebox Server (dans le cas où un téléphone était déjà raccordé). Appuyez sur la  flèche jaune Droite  en façade sur le Server afin de faire apparaître le menu. Rendez-vous sur  Téléphonie  à l'aide des flèches et entrez avec la flèche droite ou le bouton de validation juste à droite. Rendez-vous dans le sous-menu  Pin DECT  et notez le code qui s'affiche (par exemple : 1234). Retournez dans le menu  Téléphonie  à l'aide de la flèche jaune de gauche puis entrez dans le sous-menu  Enregistrement DECT . Positionnez-vous sur  Ouvert  et appuyez sur le bouton de validation. Vous disposez de 2 minutes pour lancer l'association du côté de votre combiné téléphonique. Rendez-vous dans son menu de réglage/paramétrage afin d'y trouver l'option d'association (différent selon les modèles). Le code PIN que vous avez noté vous sera demandé (1234 dans notre exemple). Depuis l'interface Freebox OS : Rendez-vous sur  Freebox OS . Identifiez-vous puis allez dans les  Paramètres de la Freebox . Sur l'onglet  Mode Simplifié  recherchez  Associer un DECT  et appuyez sur  OK . L'association se fait en 3 étapes. Il vous suffit de suivre les indications qui s'affichent. Le  code PIN  de votre base DECT apparait en gras (par exemple 1234). Un message confirme la réussite de l'association. N'hésitez pas à consulter la  notice de votre combiné téléphonique  dans le cas où vous ne trouveriez pas le menu de réglage et d'association DECT. 
https://assistance.free.fr/articles/multiligne-beneficier-de-mon-tarif-preferentiel-avantage-freebox-915,Multiligne : bénéficier de mon tarif préférentiel Avantage Freebox,"La réduction liée à l' avantage Freebox  est appliquée sur la facture globale (accessible depuis l' Espace Abonné Mobile  de la ligne principale).  Si vous disposez d'un Forfait 2€ et d'un (ou plusieurs) Forfait(s) Free, la réduction appliquée est la plus conséquente : 4 euros/mois sur le(s) Forfait(s) Free et ce jusqu'à 4 Forfaits Free."
https://assistance.free.fr/articles/messagerie-vocale-visuelle-mvv-1052,Messagerie Vocale Visuelle (MVV),"La Messagerie Vocale Visuelle (MVV) est une fonctionnalité permettant   de  visualiser et de consulter la liste de tous les messages vocaux déposés par vos  correspondants sur votre répondeur , directement depuis l'écran de votre téléphone. Pour activer la fonctionnalité (gratuite) : Rendez-vous sur votre  Espace Abonné  à l'aide de vos identifiants mobile. A la rubrique  Mon Forfait Mobile , cliquez sur  Mes options . Trouvez  Messagerie Vocale Visuelle  et cliquez sur  Activer . Redémarrez votre smartphone. Pour les téléphones sous Androïd, il peut-être nécessaire de télécharger l'application  Messagerie Vocale Free . Si vous bénéficiez du forfait 2 (ou 0) €, veillez à l'utilisation du service MVV qui consomme des données Internet."
https://assistance.free.fr/articles/freebox-connect-quest-ce-que-cest--325,Freebox Connect : qu'est-ce que c'est ?,"Facile à prendre en main,  Freebox Connect  est une application mobile compatible avec toutes les versions de Freebox (sauf Freebox HD et Crystal), vous permettant de : Gérer, optimiser et diagnostiquer votre configuration Wi-Fi. Planifier des coupures Wi-Fi et Internet. Contrôler l'état de votre connexion Freebox. Gérer vos équipements connectés. etc. Freebox Connect est disponible au  téléchargement pour smartphones et tablettes Android & iOS .  Découvrez notre   vidéo pour l'associer à votre Freebox ."
https://assistance.free.fr/articles/multiligne-modifier-le-nom-de-titulaire-dune-ligne-secondaire-912,Multiligne : modifier le nom de titulaire d'une ligne secondaire,"La modification des informations telles que le nom, le prénom et la civilité d'une ligne secondaire s'opère depuis l' Espace Abonné Mobile  de la  ligne principale  : Connectez-vous à l' Espace Abonné Mobile  de la  ligne principale  à l'aide de l'identifiant et du mot de passe associé. Dans le menu de gauche, cliquez sur  Choisir une ligne . Cliquez sur la ligne de votre choix. Modifiez vos informations et validez."
https://assistance.free.fr/articles/pas-de-tonalite-579,Pas de tonalité,"Vous n'avez pas de tonalité sur votre ligne téléphonique Freebox. Si vous avez souscrit récemment, patientez quelques jours après la réception de votre Freebox, l'activation du numéro 09 peut prendre jusqu'à 72h. Redémarrez votre Freebox. Vérifiez que votre téléphone est bien raccordé à votre Freebox. Vérifiez l'état du service téléphonique sur l'application  Freebox Connect . Si l'icône  Téléphone  est cerclée de rouge, c'est que le téléphone est inactif (ou défectueux). Testez votre installation avec un autre bloc d'alimentation. Essayez de connecter un autre téléphone : certains rares appareils ne sont pas reconnus par la Freebox. Il est conseillé de procéder aux tests avec un téléphone filaire puis avec un autre adaptateur téléphonique. Si le problème persiste, contactez nos services d’assistance."
https://assistance.free.fr/articles/en-cas-de-perte-ou-de-vol-de-mon-telephone-mobile-921,En cas de perte ou de vol de mon téléphone mobile,"En cas de perte ou de vol de votre téléphone, nous vous conseillons de demander la désactivation puis le renvoi d'une carte SIM directement depuis votre  Espace Abonné Mobile .  Une fois connecté à l'aide de vos identifiants, rendez-vous dans le menu  Mon Offre , puis  Commandez une nouvelle SIM . Aussi, nous vous invitons à contacter les autorités compétentes afin de déposer plainte et faire bloquer l'utilisation de votre téléphone sur le territoire français.  Vous trouverez plus d'informations sur le site suivant :  http://www.mobilevole-mobilebloque.fr  "
https://assistance.free.fr/articles/tout-savoir-sur-free-flex-1053,Tout savoir sur Free Flex,"Qu’est-ce que Free Flex ?  Free Flex est une offre de  Location avec Option d’Achat  (LOA) qui permet de louer votre téléphone sur une durée minimum de 24 mois.  Voir notre  page commerciale . Est-ce que Free Flex modifie quelque chose à mon forfait ? Votre forfait mobile ne vous coûte pas plus cher : il reste au même prix et toujours sans engagement.  Vous savez exactement ce que vous payez grâce à des mensualités distinctes : les mensualités de votre forfait mobile d’une part et les loyers de votre téléphone d’autre part. Comment s’étale le paiement de mon mobile ? Vous étalez le paiement de votre mobile sur 24 mois minimum grâce à la Location avec Option d’Achat. À l’issue des 24 mois, vous pouvez choisir entre : Acheter votre téléphone  en payant  le montant de votre option d’achat  et mettre fin au prélèvement des loyers. Restituer votre téléphone   sans frai s. et mettre fin au prélèvement des loyers. Prolonger votre contrat et garder votre téléphone en continuant à payer les loyers.  Puis-je bénéficier de Free Flex ? Free Flex est disponible avec les forfaits mobiles Forfait Free et Série Free. Pas encore abonné mobile Free  ? Découvrez nos offres sur  mobile.free.fr . Abonné Forfait 2€  ? Vous pouvez changer pour le Forfait Free en un clic depuis votre Espace Abonné mobile, puis commander un nouveau mobile avec Free Flex. Déjà abonné Forfait Free ou Série Free  ? Commandez votre nouveau mobile depuis votre Espace Abonné mobile. Où puis-je choisir mon mobile avec Free Flex ? En boutique auprès d’un conseiller  : découvrez et testez notre sélection de téléphones disponibles  en boutique . Nos conseillers sont là pour vous accompagner (en cas de souscription Free Flex, vous aurez besoin d'un RIB, d'une pièce d'identité et d'une carte bancaire au même nom). En ligne  : depuis notre  boutique en ligne . Une fois mon téléphone choisi et mon contrat souscrit, sous quel délai le reçois-je ? En boutique, le téléphone est retiré directement en magasin le jour de la commande selon les stocks disponibles. Dans le cadre d’une souscription en ligne, vous avez le choix entre une livraison en point relais (gratuit) ou une livraison à domicile avec au choix le jour et l’horaire de livraison (9,99€), sous  8 à 10 jours ouvrés .  Le téléphone et la carte SIM sont envoyés en même temps, dans un même colis. Comment puis-je suivre l’avancée de ma commande ? Vous recevez un email pour vous informer de l’expédition de votre commande. Vous pouvez suivre à tout moment l’avancée de votre commande dans votre Espace Abonné mobile, rubrique  Mon téléphone > Gérer mes mobiles . Comptez quelques jours entre l’étape  Commande reçue  et  Préparation . Où puis-je retrouver mon contrat Free Flex ? Après votre commande, vous recevez une version électronique de votre contrat signé joint à l’email de confirmation de commande de votre téléphone. Est-il possible de résilier mon contrat avant les 24 mois ? Vous pouvez à tout moment décider de résilier votre contrat et d'acheter votre téléphone en réglant les loyers restants et l’option d’achat depuis l’Espace Abonné mobile. Puis-je souscrire plusieurs contrats Free Flex avec une même ligne mobile ? Non, seulement un contrat par forfait mais sans limitation dans l’année si le premier contrat a pris fin (achat ou restitution du mobile). Puis-je souscrire un contrat Free Flex pour une ligne secondaire ?  Oui, l’opération s’effectue depuis l’Espace Abonné mobile de la ligne principale. Où puis-je retrouver mes offres de remboursement ? Vos coupons de remboursement Free Flex sont disponibles dans votre Espace Abonné mobile, rubrique  Mes offres de remboursement . Où puis-je retrouver la facture de mon téléphone suite à une commande Free Flex ? La facture de votre téléphone pour une commande avec Free Flex est mise à disposition dans votre Espace Abonné mobile 24 heures après votre commande. Elle vous sera demandée en cas de SAV. Que se passe-t-il si je résilie mon forfait mobile ? Votre contrat Free Flex suit son cours normalement. Je souhaite me rétracter, comment faire ? Pour vous rétracter, vous devez : envoyer le formulaire de rétractation (disponible dans votre contrat reçu par email) par lettre recommandée avec accusé de réception à l'adresse suivante :  Free Mobile – Rétractation – 75371 Paris Cedex 08 France . vous devez également restituer le mobile au plus tard 30 jours suivant l'envoi du formulaire, dans un état propre à une nouvelle commercialisation, dans ses emballages d'origine, accompagné de tous ses accessoires et documentations à l'adresse suivante :  Free Service Mobile - 91818 Corbeil-Essonnes Cedex . À défaut de restitution, vous serez automatiquement prélevé du prix comptant du mobile correspondant au tarif en vigueur le jour de votre commande."
https://assistance.free.fr/articles/bloquer-loption-service-de-donnees-880,Bloquer l'option Service de données,"Afin d'éviter toute surconsommation, vous pouvez intégralement désactiver l'option  Service de données  (activée par défaut).  Pour cela :  Sur votre  Espace Abonné Mobile  à l'aide de vos identifiants Free Mobile. À la rubrique  Mon forfait Mobile , cliquez sur  Mes options . Cliquez sur  Service de données  puis désactivez-le. L'option Service de données n'est pas nécessaire pour l'envoi et la réception des MMS. Pour utiliser votre connexion Internet (et envoyer des MMS) depuis l'étranger et l'Outre-Mer, vous devrez activer l'option  Communication à l'international  en plus de l'option  Service de données  dont il est question ici. Le forfait 2 euros intègre des fonctionnalités Internet (DATA) dont 50 Mo inclus (au-delà des 50 Mo inclus, la facturation est de 0,05 euros/Mo supplémentaire)."
https://assistance.free.fr/articles/pages-perso-comment-utiliser-le-ftp--631,Pages Perso : comment utiliser le FTP ?,"Paramétrer l'accès à mon FTP :  La mise en ligne du site Web se fait par  FTP  ( F ile  T ransfer  P rotocol).  Pour déposer vos données sur un espace Web, vous devez utiliser un logiciel FTP (tel que FileZila, logiciel gratuit).  Saisissez les informations suivantes pour vous connecter :  Hôte  (hostname, nom du serveur) :  ftpperso.free.fr Nom  d'utilisateur (login, user) : l'adresse eMail à partir de laquelle le compte Pages Perso a été créé, sans le suffixe  @free.fr Mot de passe  (password) : le mot de passe associé Port  : 21 Accéder à mon FTP : Il est possible d'accéder à chaque Page Perso via  login.free.fr  ou  login.online.fr , où  login  est votre identifiant (sans le suffixe @free.fr). Il est recommandé de conserver une copie locale des données, c'est pourquoi le téléchargement depuis les serveurs FTP de Free n'est pas autorisé.  En cas de problème de connexion, veillez à désactiver un éventuel  firewall  et/ou essayez d'utiliser le mode passif du client FTP.  L'offre étant réservée à la France métropolitaine, aucune connexion ne fonctionnera depuis un autre pays / une autre région (comptes créés à partir des abonnements ADSL ou FreeTelecom exclus).  La connexion en FTP se fait directement sur  login.free.fr  uniquement si le fournisseur d'accès à Internet de la connexion utilisée est Free.  L'équipe Pages Perso déconseille vivement les accès FTP  par navigateur ou éditeur HTML . Cette méthode n'est pas fiable car ces modes d'accès ne sont pas conçus pour un hébergement mutualisé.  Toute gestion des droits est  désactivée  chez Free. Tous les fichiers présents possèdent les droits suffisants.  Une session FTP ne peut excéder 2 heures. La taille maximale par FTP est de 1 Go. Utilisez l'interface simple de mise à jour  ftpperso.free.fr ."
https://assistance.free.fr/articles/dissocier-mon-telephone-sans-fil-de-ma-freebox-dect-836,Dissocier mon téléphone sans fil de ma Freebox (DECT),"Depuis l'interface Freebox OS : Rendez-vous sur  Freebox OS . Identifiez-vous puis allez dans les  Paramètres de la Freebox . Sélectionnez l'onglet  Mode avancé  puis sur  DECT  (à la ligne  Téléphonie ). Cliquez sur l'onglet  Combinés Associés  et la liste des combinés DECT appairés s'affiche. Vous pouvez choisir le combiné que vous souhaitez dissocier ou cliquer sur le bouton  Supprimer toutes les associations . Généralement, il est aussi possible d'effectuer la dissociation depuis les réglages du combiné DECT lui-même."
https://assistance.free.fr/articles/multiligne-la-facturation-913,Multiligne : la facturation,"Dans le cadre du  Multiligne , il n’y a qu’un seul prélèvement mensuel pour l'ensemble des lignes, effectué sur le même compte bancaire, à date anniversaire de la ligne principale. Un récapitulatif facture de toutes vos lignes est accessible depuis l' Espace Abonné Mobile  de la ligne principale.  Une facture détaillée est également générée pour chaque ligne secondaire, accessible sur l' Espace Abonné Mobile  correspondant."
https://assistance.free.fr/articles/free-flex-delais-et-mode-de-livraison-de-mon-telephone-1056,Free Flex : délais et mode de livraison de mon téléphone,"En boutique Free, le mobile peut être retiré directement sur place  le jour de la commande , selon les stocks disponibles. Dans le cadre d’une commande en ligne, le délai de livraison est de  8 à 10 jours ouvrés . Vous avez le choix entre : une livraison en point relais (gratuit) une livraison à domicile avec au choix le jour et l’horaire de livraison (payant) Le mobile et la carte SIM sont envoyés dans le même colis.  "
https://assistance.free.fr/articles/free-flex-suivre-ma-commande-1057,Free Flex : suivre ma commande,"Vous recevez un e-mail pour vous informer de l’expédition de votre commande. À tout moment, suivez son avancée dans votre  Espace Abonné , rubrique  Mon téléphone >   Gérer mes mobiles . Comptez quelques jours entre les étapes «  Commande reçue  » et «  Préparation  »."
https://assistance.free.fr/articles/obtention-dune-adresse-en-mairie-1381,Obtention d'une adresse en mairie,"L’attribution d’une adresse postale normée par la mairie de la commune où la construction de la maison est réalisée est un prérequis au raccordement au réseau fibre déployé par l’opérateur d'infrastructure. La mairie doit déclarer cette adresse dans la  Base Adresse Nationale  (BAN) et mettre à jour la feuille cadastrale concernée. Une fois l’adresse certifiée dans la BAN, celle-ci sera diffusée aux administrations (Poste, DGFIP, etc.) et aux opérateurs d'infrastructure.  Ceux-ci seront alors en mesure de procéder au raccordement de l'habitation en fibre.  "
